Symbol	TCGA-44-2657-11	TCGA-50-5939-11	TCGA-55-6979-11	TCGA-55-6970-11	TCGA-55-6984-11	TCGA-44-6777-11	TCGA-44-6146-11	TCGA-44-3396-11
CERK	2948	2265	1107	1974	4430	1631	1912	3706
BRD1	1819	1622	1061	1311	2646	1125	1642	3763
ZBED4	888	883	551	755	1124	575	768	2352
MLC1	116	57	27	104	134	272	83	218
HDAC10	276	134	135	125	361	148	112	426
KCNK10	7	2	2	6	1	1	2	10
ABHD4	2056	1421	824	1028	2886	1316	1291	3030
KHNYN	2811	2633	1630	2511	4360	2014	2695	5057
FKBP3	1035	667	638	780	1544	687	620	1367
SDR39U1	237	164	116	175	335	150	183	424
CTSG	1000	95	245	26	261	59	104	427
GZMH	487	66	173	358	212	289	446	640
GZMB	482	34	181	606	323	362	374	982
RBM23	3808	3054	1929	2812	6107	2462	3027	6282
PRMT5	1564	1035	606	770	1952	994	1008	2530
COCH	52	10	7	23	19	29	15	52
AP4S1	457	315	262	330	638	287	338	801
POLE2	104	29	21	36	64	34	36	69
VCPKMT	230	172	158	220	468	102	186	330
SOS2	1625	2332	1416	1847	3190	1457	2074	4318
CDKL1	126	206	131	158	460	161	221	403
NIN	2245	1987	1169	2167	2234	1251	1826	4447
PYGL	1569	1656	866	1544	2722	1287	1019	3996
TRIM9	18	9	12	19	25	17	21	36
PSMC6	1768	1389	1121	1549	3291	1317	1306	2843
GNPNAT1	534	426	252	452	829	456	456	1068
DDHD1	938	1212	852	1090	1538	646	726	2034
CDKN3	165	19	22	39	52	42	21	65
CNIH1	3420	2548	1710	2410	5458	2499	1982	5157
CGRRF1	501	429	258	451	1120	382	360	838
ATP6V1D	2310	1401	1247	1550	4062	1558	1248	3223
C14orf105	1	2	0	0	0	4	0	8
PLEK2	138	88	68	101	117	82	46	232
PIGH	595	369	261	385	831	347	333	721
LRRC74A	3	2	5	3	4	5	2	18
PSMA3	2980	1841	1767	2148	4104	1775	1602	3998
VTI1B	3544	3066	1747	2383	5699	2591	2167	5923
TIMM9	635	431	303	405	890	380	298	782
GSTZ1	789	272	322	285	737	268	246	730
KIAA0586	673	616	323	580	994	454	584	1282
TMED8	1849	1234	745	957	1783	983	990	2443
SAMD15	33	15	16	18	120	37	17	136
AHSA1	3283	1661	1275	1880	4295	1984	1854	4554
DAAM1	1310	2207	944	1534	2422	1194	1784	4695
ISM2	2	2	0	0	2	3	2	1
SPTLC2	3347	4074	2031	3054	4954	3158	3179	8876
RIN3	2838	2660	1601	1518	2480	1982	1619	7687
LGMN	11144	6733	7869	8143	12050	6233	5627	16291
ALKBH1	414	296	279	299	593	232	243	693
SNW1	2358	1883	1234	1718	3597	1671	1791	4589
CHGA	117	4	4	2	53	24	2	161
ITPK1	4200	3670	2270	2223	6148	3677	2985	9269
DHRS7	3302	2322	1728	2158	4259	2254	1893	5172
PPM1A	2367	2534	1535	2537	4472	2065	2484	5085
SIX4	146	45	58	49	543	124	23	356
GALNT16	195	392	86	137	321	263	370	716
ASB2	423	122	54	83	91	222	84	232
CEP128	185	130	87	149	310	117	141	344
ERH	2798	1679	1513	1647	4376	2022	1610	3881
HIF1A	5323	6540	3116	4700	4999	3757	3864	14119
SUSD6	7281	6675	4141	5155	9466	4427	5374	17038
SRSF5	7163	6601	4796	7370	12842	3959	6009	11391
SLC10A1	7	8	3	12	29	2	5	6
EIF5	7257	6185	3509	6432	9353	6325	5854	14585
SERPINA4	0	0	0	0	0	0	0	1
SLC8A3	57	60	17	48	97	43	50	161
DICER1	2298	2913	2059	2922	4528	1763	2715	6441
ZFYVE21	1750	1686	799	1251	2761	1360	1571	3041
MTHFD1	2605	1733	1266	1191	2837	1663	1278	4275
TCL1A	3191	2	36	85	35	40	6	138
ZC3H14	1839	2165	1119	1605	3848	1407	1992	3519
TELO2	1169	645	493	541	1336	678	655	1866
PCNX	2714	3598	1700	2956	3251	1844	2139	7469
BDKRB1	5	36	8	2	10	4	14	770
GSKIP	821	654	583	663	1639	618	592	1461
VRK1	511	245	209	226	444	214	179	627
PSMC1	580	524	328	479	861	485	429	1204
PAPLN	1523	856	489	603	1112	635	942	1587
RPS6KA5	514	579	381	489	776	365	563	1357
SMEK1	2921	2827	1955	2584	5329	1810	2519	5313
C14orf93	446	247	187	240	641	276	232	569
PSMB5	3148	1681	1328	1720	4397	2061	1426	5099
YY1	4582	4229	2529	3442	7528	3407	4127	8117
ACIN1	5500	4264	3272	4434	9519	3408	4832	7943
CCNB1IP1	1265	926	582	779	2091	654	770	1791
TRIP11	1443	2098	1123	1771	2940	1205	1824	3308
APEX1	4606	2762	2279	2237	4676	2714	2155	6044
PABPN1	2028	1390	1719	1694	3575	1328	1453	3141
EFS	590	604	360	408	831	466	719	1167
ARHGAP5	2234	4188	2260	2849	7247	2445	3996	6407
CINP	1098	776	434	573	1349	758	647	1515
DHRS2	40	39	9	15	43	16	31	58
SRP54	2238	1617	1198	1652	3025	1531	1462	3605
CPNE6	7	1	2	2	1	3	0	2
CHD8	3268	3229	2160	2521	4847	2303	3287	7058
PCK2	2580	1594	1564	1082	3179	1313	1135	3958
KIAA0391	243	188	127	172	440	164	201	435
DCAF11	4533	3046	2140	2593	6686	2997	2764	6418
PSMA6	894	735	598	659	1401	739	609	1825
NFKBIA	12135	25056	15142	12967	12274	4454	11209	31644
EMC9	364	165	131	156	388	198	144	429
PSME2	5070	2352	3355	3359	6168	3128	2501	7204
BRMS1L	307	322	188	278	642	297	354	675
REC8	911	333	450	382	1244	316	348	1296
TM9SF1	340	283	159	200	533	279	252	733
SEC23A	1479	2245	1137	1769	2201	1513	1504	4515
GMPR2	2765	1951	1318	1704	3713	1857	1417	4339
PNN	2221	2109	1915	2232	3570	1370	2166	3966
RABGGTA	1775	1220	953	939	2119	1172	857	2768
NFATC4	476	601	325	354	814	734	652	1424
PLTP	3599	4141	2407	3117	5334	3255	2542	7626
PCIF1	2872	1946	1296	1415	3434	1782	1839	5165
GSS	1763	952	775	893	2177	1093	827	2467
MMP9	5331	163	2619	1419	143	345	194	2932
VSX1	1	0	1	0	1	0	1	1
TRPC4AP	5142	3434	2431	3101	7192	2980	2973	8578
PYGB	7937	5698	3930	4060	10797	6711	4749	14526
ABHD12	2672	1733	1632	1612	3935	1772	1448	4817
PROCR	1428	1028	334	733	1649	867	498	2653
GINS1	189	47	56	73	78	61	54	132
NINL	577	590	542	556	1279	327	594	1036
CD40	3340	1221	1590	1411	3004	1467	1066	3613
UQCC1	1443	692	488	764	2117	697	763	1778
ZMYND8	2191	1723	1343	1562	3735	1544	1784	3901
SGK2	34	54	13	35	62	9	26	13
IFT52	1095	802	539	719	1755	770	737	2062
MYBL2	2825	65	57	103	69	137	50	286
R3HDML	6	10	2	2	5	1	0	12
HNF4A	12	31	22	6	41	21	5	56
NDRG3	1680	1400	896	1346	2733	1370	1421	3368
SLA2	437	72	149	375	175	128	222	458
C20orf24	726	338	390	356	958	464	278	1051
NFATC2	2001	793	624	1153	918	734	1129	4158
RIMS4	190	214	74	182	156	128	120	247
PABPC1L	268	131	240	450	806	74	264	289
STK4	3824	2258	1611	2889	3069	2128	2392	5390
SALL4	18	3	18	7	10	5	4	10
ADNP	3565	3335	1915	3005	5981	2520	3011	6874
PFDN4	446	316	299	304	871	339	273	640
DOK5	39	23	17	19	8	47	16	106
CSTF1	1463	903	632	778	1931	792	823	1776
BMP7	297	102	99	115	289	200	253	506
RAE1	1109	463	415	580	1439	513	504	1498
TPD52L2	5204	3641	2277	2979	7179	3254	3175	8198
DNAJC5	5722	3551	2491	2959	6498	3624	3742	9488
NELFCD	2639	1580	1260	1525	3279	1447	1550	3523
CTSZ	17636	13596	17602	18459	34311	13201	12282	36969
PRPF6	5841	4370	2834	2987	7330	3912	3596	9658
TUBB1	33	82	30	358	78	64	49	345
SLMO2	2000	1805	1428	1936	3774	1403	1478	4471
HRH3	1	0	0	2	0	0	0	0
MTG2	949	664	553	492	1165	433	636	1721
PSMA7	5575	3909	3032	2843	7463	3639	2541	8765
SLCO4A1	147	349	114	169	50	215	226	2930
NTSR1	7	2	0	2	2	9	8	10
MRGBP	598	375	286	327	724	325	298	928
TCFL5	477	437	175	317	490	269	230	721
DIDO1	3229	3136	1672	2291	5154	1922	2553	6046
GID8	2898	1880	1304	1564	3564	1663	1754	4731
SLC17A9	297	57	146	178	156	93	74	361
BIRC7	230	29	23	55	79	20	12	72
NKAIN4	8	6	0	6	5	3	0	14
ARFGAP1	2532	1673	1449	1528	3635	1407	1638	4278
AVP	0	0	0	0	0	0	0	0
COL20A1	1	0	1	0	3	0	1	0
CHRNA4	2	11	2	0	8	13	6	20
EEF1A2	75	11	29	10	21	40	9	60
PTK6	412	248	253	251	667	319	247	679
GMEB2	1086	803	474	613	1353	522	642	1941
C20orf27	1417	1200	543	429	1513	1354	887	2419
SPEF1	161	9	33	19	598	75	14	428
CDC25B	3807	2726	1181	2483	2756	3330	1926	4295
ISM1	116	180	130	178	104	250	134	485
RNF24	1554	1453	889	1300	2165	985	1352	2465
ARFRP1	1843	1040	774	867	2076	1192	938	2807
NDUFAF5	340	203	141	305	577	207	222	477
SEL1L2	1	13	2	1	1	1	2	6
TRIB3	1002	357	288	265	1147	525	359	1217
RASSF2	5356	4100	1703	3596	3230	2525	4598	9492
CSNK2A1	3123	2325	1641	2007	4490	2225	2277	5191
SLC52A3	182	300	139	77	420	187	118	468
ANGPT4	153	438	74	22	219	215	66	693
RSPO4	340	499	186	153	940	892	583	505
CDS2	4110	4272	2707	3463	6051	3130	3322	8209
PROKR2	4	0	0	0	0	0	0	1
HM13	6398	3438	3387	3141	6372	4695	2871	8928
SNPH	293	254	71	191	237	235	181	549
MYLK2	5	3	1	4	2	4	3	10
SIRPB1	790	1263	1263	523	3085	2139	477	2064
SEC23B	4122	2714	1972	2654	4171	2443	2033	6399
FERMT1	180	126	64	60	112	115	57	178
HAO1	1	0	0	1	2	0	2	0
PDYN	1	0	7	5	0	1	1	6
CCM2L	577	757	177	516	452	493	461	1369
PLCB4	355	668	183	557	587	446	550	1398
MYL9	17264	20445	6977	10441	35202	18972	10744	39114
HCK	4446	3173	2940	2249	4828	2965	2078	7135
TM9SF4	3836	3181	1704	2254	4847	2662	2687	7452
TLDC2	78	94	76	147	198	59	74	197
CRNKL1	1122	1048	714	974	1968	979	997	2213
POFUT1	2769	2660	1006	1781	3351	2037	1758	4746
SAMHD1	9896	10346	8206	8557	18963	10523	9909	29475
PAK7	5	14	2	4	13	0	11	41
KIF3B	3066	2778	1547	2062	5737	2291	2310	6190
MROH8	72	72	36	76	194	52	52	146
NOP56	2914	1507	1179	1287	2623	1522	1304	3849
MANBAL	2013	1285	954	1124	3426	1357	1159	3069
IDH3B	2486	1577	1208	1465	3233	1505	1470	3925
MAPRE1	4984	4449	3077	3939	6067	3985	3258	10298
JAG1	2067	3706	1338	1497	4234	2368	2952	6459
CDK5RAP1	922	576	459	552	1436	468	584	1363
SNTA1	740	419	319	376	1297	527	425	1177
OXT	2	1	0	3	2	2	0	1
TTI1	1050	746	491	677	1524	706	738	1649
E2F1	528	263	330	204	563	253	226	577
RPRD1B	1631	1199	808	1053	2276	986	1104	2998
PXMP4	4230	2038	3088	2343	6590	2630	2994	4147
CHMP4B	6507	4287	3695	3320	9387	4263	3558	11254
BPI	19	7	6	17	11	8	10	66
CST9L	0	0	0	0	0	0	0	0
SLC32A1	0	0	1	0	1	0	0	3
CST3	16742	15046	8854	7502	23697	15529	8803	31460
ASIP	7	0	3	2	6	2	0	6
CST4	0	0	0	0	0	0	0	0
ACTR5	408	209	141	255	410	195	232	564
WFDC2	5575	1676	2207	1295	7829	3439	1334	6580
AHCY	5176	2516	1857	1865	4550	3139	2005	6176
PPP1R16B	4295	1710	860	1789	1292	1119	1761	4722
SPINT3	0	0	0	0	5	0	0	0
FAM83D	159	222	38	68	34	399	31	213
EPPIN	11	2	9	2	97	9	1	57
DHX35	450	405	296	301	714	294	406	1000
DNTTIP1	1096	576	431	610	1410	634	583	2010
MAP1LC3A	1136	710	366	476	1586	757	494	1495
SYNDIG1	83	21	10	27	29	59	29	171
PIGU	869	512	361	448	1138	581	470	1365
TNNC2	26	38	15	35	117	67	36	69
ACOT8	848	411	347	450	1595	483	454	1089
APMAP	5712	4226	2504	3473	6566	4101	3066	9442
CELF4	34	36	35	54	168	30	42	47
ZNF516	810	1109	802	744	1722	763	1094	2859
CDH20	6	7	2	5	5	10	4	13
ADNP2	959	1203	675	940	1453	700	852	2337
RBFA	503	398	266	281	830	357	322	898
USP14	2351	1904	1241	1770	3741	1895	1459	4505
VAPA	7087	7462	5735	6447	13164	5117	5172	15979
METTL4	355	311	233	430	610	236	293	642
LPIN2	3711	4017	2781	3873	6580	2516	4793	8250
SMCHD1	2222	2108	1436	2537	3185	1383	2216	5094
MYOM1	102	146	83	110	194	176	130	248
MYL12A	15501	13544	8426	11423	28551	12302	9867	33180
CEP76	203	211	100	192	282	125	156	313
ST8SIA5	14	1	0	0	9	9	0	28
CEP192	767	913	623	996	1466	490	811	1649
RNMT	1575	1381	969	1437	2546	1132	1406	3178
SMAD7	2503	3048	1145	1831	3774	1855	1965	6670
LIPG	457	419	116	162	157	205	117	655
LAMA1	178	109	88	142	138	77	77	244
RNF125	550	527	443	623	815	399	754	1349
ANKRD12	1675	2206	1762	2313	4079	1291	2474	4291
NOL4	20	9	3	8	16	4	6	8
POLI	576	702	463	919	1735	417	770	1360
MIB1	1446	2705	1361	2061	3417	1512	2015	4585
RBBP8	1098	964	728	821	2324	848	1023	2028
RIOK3	2620	2390	1821	2478	5058	2180	2372	5173
CSTF2	633	398	206	312	648	350	329	821
H2BFM	0	0	0	0	0	0	0	0
MXRA5	1327	1834	877	1423	1491	1681	1942	6235
VSIG1	42	11	140	23	78	93	52	294
PSMD10	1464	1109	801	1178	2500	1107	920	2730
ATG4A	812	628	327	624	1130	607	478	1288
STS	1951	1480	1023	1820	3747	2070	1128	4674
TBL1X	1221	1076	569	735	1487	841	990	2398
GPR143	94	50	42	42	121	50	50	128
PGRMC1	4122	4041	2429	3148	9986	3826	3547	8304
POLA1	663	609	319	508	753	423	534	1395
MID1	972	1056	716	771	2796	606	1216	3175
NKAP	940	830	552	696	1486	681	699	1536
RHOXF1	6	7	3	1	15	4	3	9
NXT2	686	499	413	526	1129	497	482	1111
GUCY2F	2	0	1	5	0	1	1	8
ATP1B4	0	0	2	1	1	0	0	1
ALG13	890	748	541	878	1795	542	618	1525
PRPS2	1456	1043	832	941	2056	1008	882	2595
TLR8	727	840	1343	995	1940	1027	898	2654
MOSPD1	378	390	290	383	774	301	273	733
AMMECR1	487	553	424	491	834	368	504	1274
CHRDL1	3559	6200	1226	3599	3574	3208	5420	7779
WDR13	3125	2526	1603	1767	5205	2254	2155	6304
SUV39H1	525	216	152	166	388	257	224	578
PAGE4	0	1	0	0	3	1	0	0
SRPX	987	1850	250	993	1048	1809	1030	4320
GLRA2	0	0	0	2	1	0	0	1
XIAP	2476	2844	1814	2572	4311	2133	2547	5443
STAG2	3803	4454	2450	3821	6449	3205	3866	8081
ATP11C	715	827	494	681	947	493	749	1691
MCF2	6	0	0	4	3	0	0	4
F9	0	0	0	0	0	0	0	0
ABCD1	969	739	544	634	1195	770	648	2033
CCDC22	1330	866	620	561	1316	820	663	2116
CACNA1F	49	34	38	77	152	23	50	61
SYP	242	294	131	234	428	234	163	572
PLP2	3881	2172	1783	552	6600	3290	2742	6900
BMX	101	158	42	253	138	154	131	497
LUZP4	0	0	0	0	0	0	0	0
PLS3	4667	6003	4007	5601	15411	5273	5227	11369
NAA10	1131	590	380	569	1106	629	410	1369
RENBP	1417	797	832	788	1854	878	635	2305
ELF4	2818	2194	1040	1347	3346	1594	1679	4410
SMARCA1	1299	1828	1290	1557	3373	1440	1872	3874
MTMR8	32	36	29	32	74	43	44	91
ASB9	128	193	101	160	195	121	173	527
ZC3H12B	78	132	49	151	236	74	123	236
RBBP7	3526	2504	1764	2276	4662	2272	2333	5287
KCND1	207	141	65	143	147	100	101	307
OPN1LW	0	0	0	0	0	0	0	0
SLC25A14	181	191	128	193	516	132	167	371
FMR1	1553	1964	1380	1931	4164	1241	2081	3794
PIM2	4256	1242	959	1357	2242	1713	797	2118
SCML2	36	38	19	37	44	19	38	50
SLC35A2	1528	839	618	663	2276	905	737	2455
PQBP1	2004	1304	963	1014	2297	1314	1070	2627
RS1	119	147	58	83	655	132	155	233
PCSK1N	120	100	54	20	192	93	24	180
EMD	2277	1562	994	1231	2907	1393	1191	3744
TAZ	919	483	448	565	1077	449	459	1433
RAB40AL	0	0	0	3	6	0	1	1
PGK1	16297	11682	7853	9335	21626	11843	9487	28294
GATA1	40	21	6	27	31	18	24	44
MAGT1	4847	4100	2647	3823	7268	4011	3756	10280
SMS	1809	1400	1273	1408	2852	1357	1079	3154
PHEX	143	66	65	420	199	119	295	486
UBL4A	2251	1267	601	925	2542	1525	1182	3331
CD99L2	3491	3493	1485	2282	5149	2907	2369	8085
EEA1	1042	1947	946	1470	2536	1239	1638	3202
GPR50	0	0	1	1	0	0	0	2
RP2	987	1469	706	1295	1820	1068	1018	3029
JADE3	556	639	359	468	800	397	466	1160
CDK16	3439	2354	1570	1806	4057	2158	2092	5731
USP11	4715	3892	1930	2417	4990	2942	2793	9483
PCYT1B	68	82	42	80	346	55	25	366
BRS3	0	1	0	0	1	0	4	1
HTATSF1	2408	2283	1689	2024	4292	1832	2106	4615
VGLL1	166	149	70	78	194	111	48	188
CD40LG	374	36	205	306	129	49	101	409
TIMP1	8746	5684	2690	3059	4309	5783	2844	14143
KLHL4	40	142	58	90	93	113	151	292
GABRE	297	360	166	418	1295	121	461	476
PCDH11X	15	31	3	16	3	12	5	6
FGD1	434	531	201	317	634	333	428	805
PIN4	401	423	331	361	912	415	299	645
PORCN	374	294	167	211	556	296	256	592
ITIH6	0	0	1	1	0	0	0	2
MAGED2	6471	5567	2869	4975	8331	4876	3791	14581
RBM3	10798	7944	5706	5904	13596	5118	6368	17132
KLF8	332	531	299	406	928	312	599	793
SRPX2	124	321	62	155	203	209	191	634
SYTL4	300	515	178	445	620	335	460	995
ZDHHC15	144	260	119	204	332	164	223	368
CENPI	83	26	21	32	25	30	21	64
DRP2	8	6	1	3	7	9	2	10
TAF7L	3	0	1	1	1	0	3	2
PBDC1	861	561	532	658	1426	724	541	1525
GLA	1086	682	816	899	1274	632	487	1924
ARMCX3	2058	2381	1349	2457	3490	1911	2047	5098
BEX4	2001	1687	1359	1434	3408	1454	1447	3243
KIAA0226L	1113	189	153	305	310	172	204	482
NALCN	152	484	54	146	154	124	91	479
FGF14	203	391	90	229	451	202	145	823
HTR2A	12	24	10	6	12	38	21	58
NDFIP2	1423	1519	782	1179	3393	1207	1397	3351
TNFSF13B	1016	646	1140	966	1366	727	647	1427
FNDC3A	2823	3938	2144	3284	5262	2555	3015	7629
MLNR	2	0	1	1	1	0	0	6
CDADC1	359	347	183	368	628	241	333	671
CAB39L	643	1342	447	857	1253	770	1240	3015
KLF5	3217	4058	4334	2703	10327	2199	3450	7091
STK24	2887	2041	1404	1732	3524	1906	2011	6052
ACP5	15471	10071	13965	8686	25972	9322	5811	34453
DNAJC3	4080	4483	2805	3410	6481	3882	3427	8531
UGGT2	429	574	361	473	933	392	567	1299
ARHGEF7	2387	2382	1257	1782	4034	1498	2253	4312
FGF9	77	82	25	34	179	110	117	89
SGCG	130	241	70	193	362	213	338	385
PARP4	3682	4644	2805	3355	7535	3950	4034	9805
SUPT20H	1460	1300	889	1116	2437	814	1205	2676
MRPS31	577	503	362	462	1130	403	417	838
SLC25A15	188	93	70	92	207	98	115	244
KPNA3	2122	2410	1500	2423	5104	1801	2374	5166
FLT1	1749	5115	1247	2368	2441	2246	3152	10638
RGCC	8066	17025	6186	10478	12857	4659	8409	34440
VWA8	868	1007	642	733	1878	859	844	2488
DGKH	438	1210	594	888	1910	501	957	2392
KATNAL1	532	740	432	634	1374	529	715	1568
INTS6	1154	1160	872	1195	1842	721	1041	2096
IRG1	8	0	9	17	35	3	8	10
DHRS12	676	508	376	427	1235	386	427	1054
MEDAG	62	372	69	58	57	179	348	1196
TSC22D1	10638	17761	14305	12589	14547	7594	13556	30571
CLN5	900	739	456	654	1574	536	493	1511
OLFM4	0	0	0	1	32	2	0	5
MSLN	13761	8595	6764	1565	20387	19517	3581	28687
MGRN1	4687	3454	2503	2208	5981	3308	3965	10036
ZNF629	1406	1295	816	894	2216	995	1162	2809
TRADD	1206	702	632	633	1679	795	579	1866
HSF4	123	107	79	225	326	64	117	139
CORO1A	18304	1559	1842	3451	1846	3123	2522	7161
MAPK3	3734	3583	1557	2604	4836	3104	2820	7774
GDPD3	130	108	51	145	311	57	145	167
ELMO3	962	552	495	460	1728	593	677	1209
MT4	0	0	0	0	0	0	0	0
PHKB	3513	3667	2077	2904	5505	2769	2583	6942
LYRM1	1213	854	449	887	1617	727	548	1689
NUTF2	2699	1792	1454	1777	5251	1957	1577	5365
NUP93	2043	1220	1054	1014	1881	1046	1061	3257
CENPT	604	500	344	728	1287	370	507	1170
TSNAXIP1	68	27	30	58	380	55	28	233
NFAT5	1352	2445	1349	2074	3200	1182	2577	4650
LONP2	3002	2914	1697	2555	4118	2219	2418	5888
N4BP1	4779	4996	3084	3614	12023	3468	5049	6966
CBLN1	18	20	2	2	3	5	1	67
ARL2BP	362	350	175	293	597	291	302	818
PLLP	3568	3126	1468	2194	6329	2330	2202	5896
ZNF423	350	757	140	336	330	397	366	1781
CCL22	2135	91	388	292	453	346	182	841
DHODH	616	439	278	355	723	319	370	785
CCL17	1058	46	68	67	192	346	24	578
CTCF	2773	2074	1357	1765	3527	1684	2137	4577
ACD	818	462	293	412	801	475	454	1139
POLR2C	4538	2686	1539	2234	4949	2732	2195	5113
PARD6A	277	228	71	144	259	150	159	398
ZNF821	198	100	84	105	198	110	93	257
MMP15	3038	1854	1136	1152	3970	1763	1508	3704
USB1	2328	1328	1205	1221	2792	1653	1159	3337
CYB5B	3205	2446	1563	1941	4880	2416	2096	5156
CCDC113	399	166	157	150	2005	365	114	2186
PRSS54	0	0	1	0	4	0	0	2
NME3	1305	733	562	541	1797	867	543	1806
NDRG4	1023	2305	210	1177	796	1045	797	3946
PSMD7	2009	1382	1110	1213	2674	1414	1226	3670
SETD6	337	283	176	249	532	218	330	620
SLC38A7	750	438	418	469	1069	530	467	1105
VAC14	3212	1686	1869	1648	3505	1656	1632	4585
HAS3	2624	2155	1127	895	5767	1984	1985	1083
TANGO6	762	598	416	453	804	559	497	1410
COG4	2666	1911	1304	1869	3639	1704	1591	4423
SMPD3	371	218	152	384	479	202	168	903
SLC7A6OS	255	180	97	181	294	134	165	341
SLC7A6	690	585	334	778	1566	347	720	1236
PLA2G15	2665	1403	1055	952	3869	1894	1134	3702
ESRP2	2193	1419	1288	1318	4597	1486	2157	3548
FA2H	224	161	133	133	507	214	131	260
WDR59	1302	915	676	947	1993	649	1013	1790
MON1B	2790	2454	1325	1646	3590	2016	1985	4906
CMC2	716	468	386	479	1104	374	278	989
AXIN1	1624	1073	799	866	2212	860	1226	2725
HCFC1R1	1749	1312	828	826	3900	1397	1175	3058
NPRL3	2353	1551	749	762	2098	1097	1106	3257
MLYCD	900	501	404	444	1231	499	519	1131
MPG	1167	670	432	467	1188	691	489	1667
NECAB2	3	10	2	2	2	5	5	11
HSDL1	1018	840	629	954	2091	707	867	2017
TAF1C	1398	1353	676	1063	2232	728	1413	3422
NAGPA	996	578	381	334	1098	553	315	1287
WFDC1	380	667	110	304	426	671	177	1962
SEC14L5	84	35	9	132	228	23	18	103
COTL1	18492	6999	6914	6194	11787	9005	5445	20758
USP10	2403	1775	1289	1589	3067	1611	1629	4635
CRISPLD2	1384	4532	856	1412	1268	2759	2508	15796
TSC2	3355	3284	1662	2205	4400	2349	2550	6971
ZNF500	562	272	258	257	622	342	356	859
NME4	1754	1507	602	773	1454	1125	802	2165
ABCC1	3261	3742	1799	2558	6032	2459	2860	7756
NOMO3	160	142	138	27	237	284	244	680
LMF1	763	525	431	419	962	446	442	1353
FOXF1	1522	3148	488	1307	1361	2024	2057	5302
NARFL	1034	466	415	479	1391	548	503	1425
MTHFSD	494	307	314	383	878	314	394	1007
CLCN7	3151	1882	1655	1609	2681	1879	1634	5185
HAGHL	131	36	59	50	148	47	30	194
FAM173A	344	172	136	128	502	224	138	505
SLC7A5	1542	807	644	734	502	576	745	2894
METRN	704	466	305	289	1116	498	316	1002
FBXO31	1394	926	575	728	1635	906	915	2622
STUB1	1797	1064	704	761	2344	1133	888	2680
RHBDL1	27	7	15	14	42	31	7	48
NUBP1	1011	593	433	537	1071	596	511	1600
UBE2I	4386	2867	1941	2338	5106	2633	2477	6185
ZP2	3	4	2	3	2	0	2	37
MEFV	149	202	93	222	223	204	222	546
CRYM	456	202	227	112	667	674	179	428
EEF2K	2036	2081	1306	1730	4103	1647	2099	5062
CAPN15	1821	1169	753	940	1804	977	1110	3198
PIEZO1	6245	8055	3317	4791	8243	4558	6017	17014
GSPT1	6222	6875	4573	5220	9985	4417	4803	13523
ZNF174	399	211	154	164	503	271	247	718
CLUAP1	730	722	446	539	1661	678	565	1680
UBFD1	1879	1237	889	1179	2605	1229	1248	2543
PRSS33	10	1	3	5	9	5	2	12
EARS2	989	638	387	513	1138	552	592	1566
TCEB2	4422	2794	2216	1917	6071	2841	1657	6575
GGA2	11199	7700	5107	5892	16704	5925	6832	15471
AQP8	5	5	2	1	15	9	1	6
CPPED1	1660	1412	1060	1212	1925	1251	1252	3618
USP31	363	626	313	407	832	377	572	1244
HMOX2	2323	1446	1007	1188	2523	1468	1136	3767
DNAJA3	1941	1058	742	910	2275	1053	1094	2506
CORO7-PAM16	2	1	0	1	1	1	0	7
BFAR	2874	2478	2053	2383	4619	2235	2475	6218
SALL1	6	0	0	1	0	0	0	10
TOX3	363	111	158	106	427	148	190	482
RBL2	4457	4432	2308	4237	6788	3092	4091	8979
QPRT	916	700	216	527	1083	613	510	1212
XYLT1	763	801	253	522	344	372	617	1504
PYCARD	1627	801	778	580	1731	1035	474	2320
RPGRIP1L	217	181	120	172	624	158	133	620
MAZ	1979	1165	704	837	1841	1052	981	3008
STX4	1791	1258	1162	1138	2304	1078	1020	3104
CDIPT	4623	3168	2169	2547	6623	3529	2591	7388
BCKDK	2323	1439	1150	939	2429	1421	1004	3640
KAT8	1706	1239	783	1079	2334	1004	1199	3135
NOMO1	1453	1399	703	890	2044	1180	921	3104
IL21R	1144	126	201	312	99	225	170	638
SYT17	954	705	315	677	1815	619	509	1013
TMC5	2474	1882	1562	1647	6461	1712	1825	4872
CCP110	952	1141	740	1034	3167	620	1098	1869
C16orf62	2305	1849	1155	1612	2861	1817	1532	4400
SLC6A2	10	12	1	1	8	1	16	10
RNF40	2606	2227	1378	1553	3233	1657	2191	5294
KNOP1	422	287	241	195	515	269	295	646
AQP9	802	540	1574	1423	3247	1072	1072	5180
AAGAB	1564	993	782	1007	2644	1101	945	2393
IQCH	69	49	48	62	350	50	44	297
LACTB	998	921	853	964	1580	790	622	2557
CORO2B	377	529	122	354	460	489	413	1071
CSK	8648	1926	1695	1924	3546	2833	1788	5675
HERC1	3175	4204	2601	3817	4445	2356	3869	7353
TRIP4	1036	881	623	801	1519	675	720	2032
MTFMT	415	310	193	270	605	271	290	580
RASL12	841	1269	278	952	1562	1554	1733	2145
AP3B2	145	43	18	31	81	54	8	39
ACSBG1	71	7	24	9	120	24	7	175
IGDCC4	149	44	53	54	20	80	104	152
RAB11A	5794	7205	3329	6167	9033	4796	4612	14311
CTSH	22378	38938	23332	24528	107000	48767	9988	49533
TTC23	667	672	383	437	1126	385	521	1116
CD276	2876	1863	1747	1380	3917	2021	1915	6343
