Symbol	TCGA-44-2657-01	TCGA-50-5939-01	TCGA-55-6979-01	TCGA-55-6970-01	TCGA-55-6984-01	TCGA-44-6777-01	TCGA-44-6146-01	TCGA-44-3396-01
NT5C1A	26	0	2	1	0	31	1	0
HPCAL4	321	18	48	11	3	107	7	15
MTR	1538	1495	1299	4964	1342	2539	2432	3500
BMP8B	469	126	335	608	46	441	180	684
MYCL	694	89	330	376	204	353	74	996
SIPA1L2	1808	1267	1760	1952	938	1959	1899	3274
ZP4	0	0	0	0	0	0	0	0
RLF	1442	863	682	1326	599	1603	1923	3812
KMO	307	138	321	304	46	296	60	920
ZNF684	207	71	89	172	53	83	120	286
KCNQ4	94	49	48	208	209	37	41	1987
RIMS3	321	248	135	387	210	446	160	453
AKT3	625	774	657	1000	335	2530	2179	2114
ETV3	1256	1410	1299	4619	1902	2047	1789	2545
ACADM	1450	1844	1437	5461	742	1920	1035	4111
ST6GALNAC5	200	125	949	319	60	531	289	1430
SLAMF1	794	163	340	393	80	322	102	916
CD48	3339	463	1703	1533	379	778	168	2962
LPHN2	1079	2182	1875	4097	1102	1875	3116	5584
PADI2	901	191	1972	1180	65	672	76	956
SDHB	3229	2101	1937	4116	1546	2182	539	5348
MFAP2	1890	473	1266	704	388	1739	107	3556
RPF1	733	859	918	1771	879	834	534	2775
KDM5B	2599	3101	2228	14290	3402	5361	4011	7064
UAP1	1786	3701	2322	7076	4085	2829	2180	4999
ACTL8	0	0	3	8	0	0	0	0
CTBS	1093	1234	1160	2864	1062	2111	1895	3855
RGS4	147	137	125	289	102	680	127	924
KLHL12	1625	1836	1263	5623	1361	2588	848	2794
IGSF21	65	166	95	26	10	624	9	180
SSX2IP	384	676	839	1832	552	604	652	2485
ZNHIT6	707	824	1016	1677	696	1089	980	2362
PLA2G2D	2620	428	1288	2286	88	346	10	1975
RBBP5	1193	964	835	3839	1010	1530	857	2073
GBP3	1720	1791	3856	242	3710	1483	2817	7365
GBP1	2743	3131	12824	6053	747	4703	668	15879
KIF17	88	152	68	134	21	106	7	173
GPR89A	109	104	120	491	111	154	154	285
CDK18	1099	2556	793	585	1168	1371	424	2742
RAB29	1239	732	805	2699	1066	1503	587	3457
CD160	28	12	21	20	6	8	130	45
ECE1	9163	11139	9016	6821	11204	6514	3060	44816
HMGCL	2056	1312	1176	1834	1194	1817	525	4564
GALE	3639	1594	1768	3780	4280	1107	687	4217
ID3	1960	954	1240	2286	770	1862	146	5941
CR2	4785	403	296	479	266	1223	8	549
CD46	11375	17750	12049	56110	13997	16532	16175	24374
PRPF3	1738	895	1720	2716	1597	1153	1367	3315
APH1A	9370	7444	7718	17504	8714	9765	1140	21378
P3H1	2042	1642	1523	1395	840	2559	293	4534
SLC2A1	3036	24537	2040	12023	12286	8786	2360	11180
EBNA1BP2	2191	2074	1639	3338	2006	1901	305	9612
CDC20	1057	1052	1247	1384	763	514	17	2809
MPL	17	5	6	11	2	6	22	19
ARTN	37	19	23	153	20	8	4	90
IPO13	2100	1297	1260	2451	835	1830	254	4010
ATP6V0B	5626	3129	3413	7792	4791	4245	438	14036
B4GALT2	2118	2052	1954	2876	2149	2770	321	7695
ERI3	2596	1575	1217	1874	919	1512	335	4873
PTCH2	96	12	80	73	27	41	40	112
AKR1A1	6161	3762	5575	7674	5432	5245	720	14475
PRDX1	11932	12815	11140	18682	15557	11300	1385	25240
PIK3R3	1915	1013	1801	1418	306	784	495	2272
TSPAN1	1478	8239	2390	3459	26885	120	4482	3474
BLZF1	819	915	1017	3604	1168	1301	1551	2655
CCDC181	41	10	15	18	54	13	188	28
SLC19A2	523	899	939	2284	595	853	1099	4179
FAAH	1010	271	689	1162	550	161	138	1287
NSUN4	1349	1017	756	2606	891	961	969	2388
TMED5	4245	4090	3708	9633	2043	7071	6389	11965
MROH9	15	2	1	1	11	3	60	5
DR1	2599	2379	2500	4482	2251	3426	6403	7964
FMO6P	11	1	2	3	4	1	27	5
CNN3	5211	4225	5015	5514	1579	11056	2676	28596
PRRC2C	5176	8279	7343	25459	9360	9706	14540	14372
F3	1334	18597	4409	17650	9925	1697	9087	20665
ABCD3	2101	1409	2536	6030	2573	3069	5685	5903
VAMP4	866	588	726	1480	765	1261	1652	2028
DPH5	463	554	536	1485	378	645	296	1293
FASLG	203	17	163	94	21	53	20	78
PTBP2	330	372	421	486	361	192	1592	1109
TNFSF4	152	117	414	383	38	480	213	1063
PRDX6	6372	7186	5301	28820	5309	9568	1536	13273
DARS2	651	1199	876	4562	847	1258	924	2483
HSD11B1	465	340	438	328	79	710	40	1777
IRF6	924	2102	831	6323	5275	1561	2251	3001
DIEXF	814	1272	670	3998	1204	1398	981	2243
LPPR5	2	1	6	0	1	5	7	2
LPPR4	320	121	114	214	89	229	1448	423
SERPINC1	3	4	1	5	1	3	3	19
RCAN3	1720	1038	1484	2655	889	1235	2023	3362
SYF2	1851	1801	1511	3474	1849	1990	882	4439
RSRP1	4409	341	1788	1720	1371	527	3581	4444
SLC35A3	810	1462	1190	2734	1784	1608	4353	4071
RCOR3	1437	796	838	4050	878	1047	3028	1980
STMN1	5855	3071	8449	13599	1988	3135	581	12000
MTFR1L	1920	1148	1019	1946	887	1368	412	4318
MAN1C1	874	355	802	785	205	1298	408	1597
NEK2	228	437	353	1531	463	267	53	921
RPS6KA1	5810	3262	3218	4773	3667	4325	958	7145
DHDDS	2637	1152	1231	2169	1261	1780	885	4240
NENF	2189	1584	1241	3355	1295	3001	185	4748
NSL1	1359	730	794	2880	563	1279	649	2490
PROX1	117	132	32	329	454	661	690	277
ARID1A	5910	5296	3505	11228	4345	5793	2557	10906
CENPF	577	1625	1609	6685	1416	1358	503	2263
RPA2	3408	1204	2219	4143	827	2020	365	5759
PPP1R8	2201	1290	1313	2551	1228	1428	741	4600
STX12	2769	2114	2139	5528	1828	3967	3028	7112
SLC5A9	70	24	34	225	31	19	454	31
OSBPL9	4676	3522	2661	6991	1779	3981	4910	8284
TXNDC12	4722	3618	2658	4553	2532	4018	1289	10827
ESYT2	6535	8783	5438	10640	5454	12166	6725	25392
CD3EAP	159	172	136	228	194	159	31	490
MESDC2	1944	3367	2077	4638	2321	3040	1970	6877
RCN2	1913	2684	2674	4287	2303	1511	1784	7914
CHRNB4	16	19	21	65	5	6	4	21
MUC5B	529	17254	7195	282214	163253	35	1476	1105
CTSD	65071	64350	59354	101387	26115	108515	1229	130523
COLEC11	111	53	45	48	10	84	14	44
STAG1	776	1128	693	2569	663	1415	2404	2357
A4GNT	2	7	4	9	58	4	41	9
STK11	1814	656	1621	1489	1985	1973	180	5321
KMT2A	2684	2779	2549	6425	2210	3953	9259	4934
TREH	19	5	3	5	36	24	95	19
IFT46	998	492	805	811	374	724	371	2211
MMP8	5	3	3	50	9	120	3	63
APOA1	8	2	4	7	0	2	1	11
ZNF541	65	11	11	18	3	45	12	7
SLC8A2	18	11	11	5	1	4	0	3
KPTN	308	219	181	361	250	174	20	526
RPS25	13595	13845	11760	32637	12050	21016	3266	28547
KIF14	106	463	314	1411	252	219	121	571
TNNT2	19	25	31	53	76	35	43	87
DDX59	584	628	532	2167	543	736	559	1285
CAMSAP2	1174	2238	1217	6525	1348	2798	3373	3965
ATF6	2729	3338	2362	11303	3163	5437	4040	7338
CRYGD	0	0	0	0	0	0	0	0
MREG	1061	1265	1411	2453	759	477	792	3361
TNP1	2	0	0	0	0	0	3	0
FASTKD2	1481	1275	986	4694	957	947	1159	3024
NRP2	2306	5257	6583	6335	2534	12834	2194	8035
CREB1	1914	1522	1550	4989	1276	2296	4889	3935
KLF7	1096	973	1675	3254	1089	1525	3457	6904
TTR	0	1	0	0	21	2	4	0
B4GALT6	110	363	113	181	292	196	230	1026
C1orf54	339	177	483	305	147	625	78	853
CA14	28	68	9	40	147	25	64	69
CASC1	70	154	12	30	42	16	14	48
LRMP	1468	272	366	478	455	509	432	1324
ATP10B	307	87	1327	180	3315	1919	416	3178
SPCS2	2135	1569	1480	3821	1521	2577	1016	4850
USP35	325	335	279	421	175	208	187	1505
ELOVL4	53	15	23	28	9	71	30	82
FILIP1	224	284	245	930	162	621	465	514
CASP8AP2	594	407	680	1287	323	618	1881	1504
HMGN3	2401	998	3134	3311	839	1285	995	5706
UBE3D	145	73	109	238	46	80	295	344
CNR1	246	135	112	655	80	522	276	114
SPACA1	0	0	0	0	0	0	0	0
ANKRD13C	587	858	1093	1906	797	1115	1844	2329
SGIP1	218	92	221	172	89	230	1689	857
PHF3	1965	2048	1859	6631	1438	3885	7585	4899
ZC2HC1B	0	0	0	0	0	0	8	0
ADGB	31	3	0	6	34	23	15	20
PLAGL1	1016	1259	615	755	493	613	1250	1268
FBXO30	699	872	675	1945	461	925	1701	1819
TNFAIP3	2189	4791	3435	5687	1492	2138	1547	27727
AKAP7	264	186	210	302	66	252	253	570
RAB32	1080	1059	1162	1095	823	745	134	3993
MYB	128	109	164	318	141	90	88	440
ALDH8A1	10	7	46	9	10	10	11	47
SGK1	3654	3836	5206	11157	2261	3441	6334	16319
RNF146	1221	737	1232	2045	612	991	1322	3361
ARG1	3	4	1	7	4	2	83	66
CTGF	5434	9823	4107	12247	3943	11443	5607	46287
TCF21	519	202	140	523	53	392	240	474
PMFBP1	25	22	54	32	13	49	20	55
FBXL5	3659	3305	2933	6184	1866	3945	2905	11352
MED28	2849	1843	1296	2737	1337	1850	1959	5735
SLC16A7	2540	848	361	2879	818	1358	6591	1454
TMEM5	732	755	429	1346	1406	645	302	1004
ZNF430	737	222	387	530	226	530	498	1023
VAMP8	11102	3095	6487	10463	3916	6359	976	23491
DCLRE1B	339	536	865	718	325	674	147	1840
MYL12B	16609	11398	9128	24943	15880	9937	7015	50705
FOXO3	1715	2430	1792	4452	1021	3082	4462	6422
ARMC2	147	120	84	241	60	90	148	265
GHRH	0	0	0	0	0	0	1	1
RPN2	16875	19163	12394	40885	11436	18931	4550	43530
TGIF2	1112	793	1208	1673	581	801	531	3910
CASQ2	62	16	4	21	2	163	24	28
OLFM3	0	0	5	4	0	0	4	0
PKD2	1401	1238	1078	1296	453	2167	1863	3819
ABCG2	145	169	144	259	106	248	186	281
SPP1	9726	28015	20028	9631	2775	310160	314	51514
CCNI	14612	13105	11380	34095	8853	25701	10074	38434
RARRES1	1701	6550	1649	1925	350	1131	409	4341
MFSD1	3444	3195	4559	7144	1949	7052	2636	13463
RAB3GAP2	1551	1900	1199	7656	1581	2650	2815	2979
EEF2KMT	400	378	211	666	360	399	56	1214
PPL	4618	12579	2089	5525	5358	4629	1515	15568
UBN1	2579	4156	1844	4098	2224	3301	1663	6492
KLF12	619	329	346	602	196	702	1468	2230
UCHL3	163	193	439	366	249	163	212	1044
PCDH17	634	901	1047	2568	920	1183	2390	2498
HS1BP3	950	1077	1241	2522	688	1762	372	3026
C2orf43	443	622	506	1915	605	430	807	2542
WDR35	393	621	402	1216	385	454	1156	1958
CCND2	1841	1388	2065	2266	837	3161	3059	3286
FGF23	0	4	0	0	1	1	2	0
ELL2	3609	4330	2455	16639	1636	4846	4124	11280
DNAH7	72	130	19	163	114	12	566	257
CYP20A1	1459	817	1141	3935	1011	1249	2015	2424
NDUFB3	1076	869	1037	4152	1264	1158	384	3600
GTF3C3	1253	1443	994	4416	863	1172	1245	3970
SATB2	130	151	110	760	94	163	174	1597
UBE2B	1900	1783	1774	4020	1778	2561	2164	8001
TRPM6	10	22	3	31	6	18	28	65
GDA	6	7	2	124	503	1	72	10
KLF9	1037	1528	1601	4706	1656	2209	3934	11652
TJP2	1627	2335	1717	5610	4969	1639	4083	4665
C2orf40	91	22	7	25	30	35	18	60
ITGB1BP1	916	1349	1531	2153	733	1332	567	6191
CPSF3	1072	1443	1729	3774	961	1735	610	6495
PIGZ	97	353	213	798	117	67	78	877
SENP5	989	1545	1113	1769	1328	1156	3093	4107
CCDC92	1404	1046	1348	1923	530	1828	342	3879
C1orf198	3048	1989	2709	9538	4493	5342	1918	6691
TRIM67	4	2	25	19	3	12	11	19
HEATR1	1208	1573	950	6245	1664	2312	1448	3347
PTBP3	3595	8173	8249	13345	6348	6982	19892	14307
RAD23B	3784	10623	6739	16253	4675	9050	4391	15911
FKBP15	2071	2340	3337	4049	1258	4839	1525	5895
CTNNAL1	858	1785	1071	2207	918	973	1224	1722
FAM206A	488	706	829	1334	455	504	815	1735
WDR34	1781	3281	4320	3824	2004	1215	150	7918
SET	6633	13989	11614	20799	8896	9477	4322	25402
PPP2R4	4084	5725	6187	8841	6012	5875	734	12789
GLE1	1269	1764	1836	3666	1023	1760	706	4359
RAB14	3894	4563	4591	10838	3739	5697	6372	12296
CNTRL	911	678	1024	1446	609	875	1512	1686
TRIM32	577	1267	646	1196	460	707	461	1752
FBXW2	1982	2619	2438	5793	1639	2526	4425	6402
PHF19	1181	1655	1496	1232	509	1362	218	3079
NEK6	2580	2039	3764	4077	1779	4363	4833	8391
BSPRY	742	761	951	1844	1128	645	363	4303
PPP6C	2142	2410	2619	4938	1636	2678	2179	6779
NDUFA8	822	1282	1222	2168	904	1134	171	2889
HDHD3	823	611	844	1495	1972	489	445	1903
RBM18	1082	1237	1196	1998	1023	1195	1416	2721
SLC46A2	123	51	51	107	56	33	27	1573
HSDL2	1616	807	1510	3121	777	2012	1392	2625
MAPKAP1	2771	3807	3014	5384	2323	3013	1561	7417
NR4A3	128	1269	194	1696	109	359	1010	2102
INVS	259	487	402	857	251	491	878	874
GALNT12	703	825	1761	762	1248	724	2049	1238
DENND1A	802	1649	1547	2375	891	1606	789	3286
ALG2	1450	1400	1500	3038	1603	1496	1298	3392
CSF3R	1244	736	1536	3008	960	2624	713	7696
KDSR	1294	2050	1688	4451	1953	3538	1875	7915
VPS4B	1725	1910	1656	6609	2860	2517	2160	8755
ONECUT2	27	381	3	131	2769	34	13	273
C19orf25	1325	485	856	940	709	817	91	3380
ZBTB45	532	476	368	1021	582	560	49	1657
YLPM1	2165	3432	2356	9100	2446	3358	2456	4498
DCAF4	675	407	440	884	278	308	121	2043
PROX2	13	4	10	20	7	9	93	15
VSX2	4	2	14	2	0	0	1	2
FCF1	1582	1678	1392	3684	1252	1676	669	3360
PGF	292	380	326	209	307	1338	56	962
IFI27L2	830	585	631	659	361	870	18	1142
CCDC176	289	373	270	781	228	235	259	711
NEK9	2770	2737	2380	5209	1654	3884	2057	5620
ACYP1	154	84	145	203	129	54	253	338
NPC2	36499	7574	18728	29466	4582	22713	1235	29896
DNAL1	539	881	392	1643	625	548	800	2557
IRF2BPL	2240	1471	2558	3021	849	2902	532	7356
ACOT2	506	525	495	1073	214	435	98	1705
LTBP2	13069	9481	6473	14316	2294	29096	16627	21683
AREL1	1750	2455	1579	5790	1853	2072	1085	4361
MLH3	669	541	609	1410	674	427	1870	1157
TTLL5	735	1028	672	2507	821	816	1139	1859
FLVCR2	529	417	1247	762	92	1255	94	2284
ABCD4	1606	1055	1200	2077	1051	1110	649	3117
DLST	3259	3528	2466	9780	2994	3246	1328	6711
PPP4R4	67	25	25	195	24	5	137	13
TGFB3	1182	558	1299	785	363	2409	309	3567
ZC2HC1C	144	49	62	282	137	51	84	100
SLIRP	665	640	715	1670	754	631	224	1772
RBM25	2864	2087	3036	7746	3249	2455	5362	8890
ALDH6A1	1140	920	647	5928	638	1339	1226	1726
GPR68	518	397	451	452	194	1914	66	1924
ESRRB	23	2	7	4	4	14	5	11
EIF2B2	1083	896	767	1619	889	1001	296	2091
NRDE2	585	703	473	1620	528	662	764	959
COQ6	439	302	291	1276	205	278	234	1120
ZNF410	101	74	66	150	72	64	366	302
RHOQ	1469	1581	2066	3235	731	2927	1666	6987
GPR75	27	9	34	38	13	11	78	74
SUPT7L	1306	1343	1836	3269	916	1311	1342	5847
KLHL29	269	447	318	310	322	316	604	738
DNMT3A	982	1188	1776	3479	852	1184	969	3413
TMEM214	3912	5046	4816	10444	4674	6768	986	12796
ATAD2B	460	467	542	1964	298	510	3264	1316
FKBP1B	103	20	61	98	117	97	200	734
ATL2	1679	1548	3037	9400	1255	2439	2244	11232
YPEL5	3570	2894	3253	8019	2531	3746	4644	10905
FAM98A	974	1276	1780	4139	1647	2380	998	4079
YIPF4	1698	2286	2034	6682	2521	2535	6395	5613
AFTPH	1621	1160	1286	4148	1332	1874	2526	2946
LGALSL	974	1179	657	1403	491	1261	1120	1214
CNRIP1	383	255	290	394	111	754	270	1091
BCL11A	601	122	170	216	78	147	108	217
CRIPT	629	566	609	2310	516	660	886	1896
EPCAM	6975	8943	8287	31791	18689	9350	7155	31744
SLC17A5	1202	991	1059	2939	1029	1900	1593	3411
OGFRL1	1483	1381	2508	2230	663	4123	4180	9264
FAM178A	1118	974	1195	4811	794	1565	2880	2421
IDE	1405	2001	1305	9907	1814	2668	3648	2922
TECTB	0	0	0	0	4	0	7	0
ELOVL3	27	7	8	31	6	23	3	13
IFIT3	1621	1086	2900	4183	444	2136	353	4079
NKX2-3	7	2	0	1	0	2	0	1
IFIT2	844	591	1208	1810	240	1837	357	1565
GPAM	543	475	965	2324	320	979	668	1887
CUTC	465	397	343	1043	239	509	213	781
PPP1R3C	612	541	133	211	170	720	253	549
PYROXD2	314	544	928	467	822	204	227	626
CNNM1	97	212	108	25	258	43	62	7
MXI1	1022	2166	599	4768	1276	2665	1215	2648
SMNDC1	1156	1303	1107	3455	1051	1266	1340	2774
C10orf88	263	350	260	1032	267	266	256	703
HELLS	317	388	575	882	402	228	828	986
PRLHR	1	0	0	0	0	0	2	0
TCTN3	1897	2763	1179	7862	1645	2645	753	5946
FAM45A	363	608	392	1571	401	689	493	1167
AVPI1	414	1640	342	4107	480	561	472	962
WDR11	2015	2046	1634	7967	1622	2685	3801	5042
C10orf76	1207	1014	893	3546	900	1655	1231	2351
KCNIP2	116	22	24	50	45	24	75	74
CFAP58	48	62	14	20	37	11	11	29
GOT1	831	1183	1393	4639	879	4969	243	3025
CPN1	0	0	0	0	0	0	0	0
SFRP5	25	33	17	435	6	9	2	3
GNA13	2817	3025	3664	6417	2344	5422	6047	10535
HOXB8	26	0	4	0	4	10	1	61
KANSL1	2630	1577	1585	3401	1495	2263	5733	6605
HOXB5	136	42	135	98	43	231	72	271
CRHR1	27	1	0	0	0	17	1	5
HOXB3	388	88	1173	234	109	291	745	697
HOXB1	0	0	19	0	1	0	1	1
DUSP1	14830	22871	5311	92481	16914	4801	2121	52759
PANK3	1586	2464	1585	9710	2888	2781	5943	5701
MSX2	145	49	27	15	278	89	27	160
TEK	357	390	357	1173	250	567	554	870
RCL1	288	302	431	752	330	290	200	1591
CAAP1	540	512	805	2089	766	579	727	1848
EQTN	3	1	2	0	0	0	6	3
MOB3B	511	498	573	609	418	1289	638	1363
INSL6	0	1	2	0	0	0	49	3
INSL4	0	18	0	4266	24	1	95	0
MLANA	7	5	11	24	6	11	315	18
CD274	321	509	1757	955	135	921	226	3544
IFNA6	0	0	0	0	0	0	0	0
IFNA8	0	2	0	0	0	0	1	0
GRIA2	5	1	1	2	0	0	4	1
NUP43	1070	922	1230	2606	816	912	1431	3660
MTHFD1L	913	2323	1409	2437	872	1625	1016	3738
LRP11	899	2185	1628	5457	1583	1679	2045	4507
CCDC170	369	93	133	272	301	360	264	806
PCMT1	1938	2465	2116	3610	1180	2274	990	7034
PLEKHG1	1167	814	1470	1068	1254	1291	2299	5243
MYCT1	256	340	307	610	278	470	388	770
CXorf21	322	147	312	375	46	593	37	474
MAGEB4	0	1	0	0	0	0	0	0
CYSTM1	1899	1808	1076	2158	16508	2682	3602	4897
WDR55	1456	1148	1110	3071	1562	1409	549	4680
ARAP3	593	933	567	924	475	1045	353	2868
PCDHB8	22	112	162	20	125	24	30	17
PCDHB10	53	131	119	907	106	134	151	112
PCDHB14	79	253	257	320	262	237	272	326
PCDHB12	53	79	57	178	56	152	175	130
SLC25A2	3	1	0	0	1	1	12	5
TNN	47	3	25	36	9	87	24	95
MRPS14	930	529	677	1999	682	787	703	1701
CENPL	295	199	416	971	152	299	139	637
TNFSF18	22	21	72	88	7	83	53	56
SEC16B	4	2	3	5	7	4	86	38
GORAB	637	369	560	1142	424	535	640	827
GPR31	9	0	10	7	1	1	1	15
ACAT2	621	957	881	1638	1463	450	222	1862
TCP1	3759	6723	4870	15063	5115	4980	1789	17380
TTLL2	21	1	5	5	3	4	14	1
SNX19	2905	3382	2738	5958	2570	4596	3144	7477
KCNJ5	444	394	529	1339	48	1102	55	783
MSANTD2	608	150	401	304	194	207	930	628
TP53AIP1	6	0	6	2	5	0	6	6
TEX11	14	7	27	3	0	35	4	80
ARR3	8	1	16	11	4	12	52	31
PDZD11	1488	1020	1424	1652	766	1616	265	4643
SLC10A7	653	453	419	908	402	755	1221	1259
NUDCD1	972	676	845	2744	405	736	489	5024
ENY2	1755	1134	2036	4071	1151	1412	990	7524
MASTL	336	545	635	1512	269	373	726	2564
KIAA1217	1767	2937	2950	5415	3521	11382	6646	10542
LYZL1	0	1	0	0	0	0	1	0
PLXDC2	2876	2707	4895	5132	751	16279	7473	16134
EPC1	1149	975	969	3308	813	1066	3439	2979
IQSEC3	27	63	16	61	11	193	22	107
CCDC77	222	253	261	1199	421	269	132	549
TAF12	1027	774	863	1458	548	1055	346	2873
ENOX1	72	40	90	69	26	184	42	370
TNFSF11	70	28	68	144	153	36	14	141
MTRF1	345	133	277	540	202	140	502	803
SOHLH2	58	0	10	70	1	1	1	20
DNAJC15	1630	343	1211	4868	4566	1521	1729	3218
PROSER1	1897	1107	1420	3958	1755	1305	1716	5376
UFM1	3579	1933	2607	5558	3077	2810	5741	10845
WBP4	462	291	431	933	338	543	437	1680
ELF1	3546	2278	2237	7222	2633	3754	4849	8711
SMAD9	185	71	107	677	51	218	432	168
HSPH1	3650	2215	2857	9335	6098	5879	3074	9867
KBTBD7	485	304	330	969	348	501	648	606
ALG5	2000	718	943	2859	1122	1165	537	5034
EXOSC8	808	299	580	1088	475	427	673	1917
ETF1	4099	4779	3244	9204	3856	5778	1969	15588
TGFBI	6615	8201	12472	8751	4142	35149	3250	22313
FAM53C	1775	1351	963	1883	799	1920	422	4507
SIL1	2741	2614	1950	4669	2055	4071	289	6006
PAIP2	2675	1724	1542	3114	937	2716	928	6576
MYOT	5	6	13	5	14	9	58	8
KDM3B	3399	3402	2549	8257	3219	5263	2638	7692
EGR1	10963	7287	2809	16306	9684	9883	2664	19964
SERP1	9762	5408	6331	16159	8730	9534	7256	20633
PLS1	1088	2069	782	6880	9792	1905	8219	3364
ZFP30	340	261	557	1264	149	376	398	953
NR2C1	606	288	558	946	339	458	1502	1723
UTP20	745	718	655	2716	486	1183	1244	2832
TMPO	3270	2284	2896	8227	1293	3046	4385	8957
ARL1	2697	1815	2093	6600	1803	4418	4424	7209
GLT8D2	298	183	358	235	48	828	247	2067
MTERF2	226	133	180	389	114	160	515	652
SOCS2	371	553	933	1515	544	445	570	2275
NFYB	912	685	924	1770	485	1290	952	3257
CCDC53	519	331	600	976	232	678	671	2157
APAF1	583	434	681	1860	416	1019	1861	2024
DUSP4	639	9116	1959	44323	9061	614	5732	18727
CLU	18466	3514	8032	16139	7770	11986	1141	6192
TNFRSF10B	1367	4278	1905	7582	6107	1806	3698	11454
SORBS3	2419	1939	2975	2580	898	4140	420	11605
PTK2B	3496	1764	1786	3233	1698	2480	995	4813
CHRNA2	0	0	1	3	0	0	1	0
ADRA1A	32	6	6	27	0	16	43	3
PPP3CC	716	338	493	911	307	488	575	1897
PDLIM2	1000	638	604	851	392	1444	319	3633
EPHX2	671	285	230	376	142	310	150	1908
RNF170	719	970	534	3544	790	881	1520	2619
NPPB	0	0	0	0	0	1	0	1
UBIAD1	1373	1043	610	1785	1124	1037	244	2193
TARDBP	3181	2509	3510	6714	2977	3173	2536	7761
TNFRSF8	104	78	103	97	18	127	16	287
PRAMEF2	0	0	0	2	0	0	2	0
ZNF706	2170	1332	1651	4125	2171	2156	4075	8749
LYPLA1	2536	2911	1955	13320	1920	3048	4313	9316
CRISPLD1	722	1345	531	404	37	176	372	1439
COPS5	1290	1278	1669	5475	1314	1364	1491	4981
RDH10	833	901	5356	8331	1970	5314	4234	3381
EPX	6	25	3	5	7	7	5	43
AKAP1	3235	1497	2571	4876	3109	2787	2123	6998
COIL	946	791	719	1486	590	921	556	1825
TRIM25	1350	2138	1199	2199	1850	2250	1656	3126
SCPEP1	12600	4130	6464	5106	633	9974	343	12247
SPOP	2869	1705	2133	3146	1211	3222	1724	7293
TBX2	1228	321	1018	1455	497	1536	1234	2004
SLC35B1	3046	1862	2061	3718	1684	2820	508	9547
TBX4	778	115	238	732	106	641	728	403
TEX14	24	13	30	31	8	17	216	184
FAM117A	1332	574	564	747	409	884	152	2331
NCAPH	364	382	659	1228	260	321	35	1483
LRAT	170	77	14	224	157	162	15	26
KIAA0922	1409	602	938	1018	223	1874	496	2486
MND1	75	55	172	264	52	55	18	581
TRIM6	181	109	363	481	85	287	135	381
ABCC11	13	35	5	25	6	3	32	17
PAPD5	513	782	428	1802	504	507	868	1449
ADCY7	816	983	637	1762	368	1610	150	2793
CEP89	817	737	2178	1977	598	633	338	3499
TSHZ3	354	321	328	271	105	1104	386	1471
ECHDC2	2886	682	1173	1708	1600	1159	2971	4938
TAS2R8	0	0	1	0	0	0	4	0
PLBD1	1489	883	1992	1276	2110	3462	1908	3879
TAS2R10	3	1	2	1	2	1	40	2
PRB2	0	0	0	0	1	1	16	1
PYROXD1	286	299	371	1529	701	537	1091	1020
IAPP	0	1	0	0	0	0	1	0
KCNJ8	567	247	582	1359	207	1054	145	1880
TAS2R7	0	0	0	0	0	0	4	0
BCL2L14	96	6	129	102	297	116	601	180
TAS2R9	0	0	0	0	0	0	3	0
PSPC1	1099	720	1145	2925	812	646	917	4818
ZNF549	382	235	308	449	218	322	556	829
A1BG	27	5	10	38	5	13	6	65
ZSCAN18	1124	649	686	858	289	731	310	1476
ZNF211	477	223	356	409	263	356	791	912
PDZRN3	447	247	471	430	137	831	610	2169
RGSL1	0	1	0	1	0	0	7	0
LHX4	32	17	51	99	57	18	286	75
RNF2	883	618	912	1830	631	1322	984	2230
TRMT1L	878	959	938	2937	813	1617	871	1541
SEC22A	637	483	495	788	490	635	636	1471
CSTA	326	178	279	461	374	560	200	635
DPPA4	4	2	4	9	6	2	6	9
POPDC2	65	49	104	64	29	100	40	213
B4GALT4	940	1078	715	1481	4304	1187	1201	2936
NAA50	3922	5678	3573	10760	5799	5202	4993	15178
CD80	94	47	146	205	12	181	118	399
KIF18A	147	165	291	532	102	177	82	903
GJA8	1	0	0	0	0	2	1	2
DESI2	2654	2188	2239	7900	1947	3074	2907	4970
MAPK8IP1	412	110	250	507	170	323	69	1600
CRY2	2421	890	852	1974	889	1625	1247	3313
PEX16	1014	405	777	1161	813	641	96	2894
DEPDC7	31	50	195	41	6	74	31	83
CAT	4637	2086	2475	6840	2306	5970	1635	5662
PILRB	529	109	569	165	97	33	194	424
ZMYM2	2647	1701	1640	6894	2198	1968	9355	6227
GJB6	46	2	126	29	47	13	3	347
GJA3	22	5	3	5	3	9	3	6
TBC1D15	1231	1626	1189	3163	676	2071	2656	4571
BAI2	401	88	109	111	37	180	8	456
HCRTR1	24	1	7	1	1	2	26	6
ZCCHC17	1789	836	1186	1698	681	1199	336	3225
FABP3	846	184	401	377	45	1192	52	662
KHDRBS1	5202	5738	6410	12321	4463	6544	3517	15974
TMEM39B	851	622	533	584	422	612	79	1200
CCRL2	400	266	557	485	332	363	196	1437
CCR2	1251	178	436	1194	73	1055	181	1430
POLR3GL	981	702	1156	1313	921	1628	232	2105
GHSR	0	1	0	0	0	0	1	0
TNFSF10	6746	1782	6590	5033	4535	2985	2969	14240
ZNF639	902	1475	647	1835	887	1174	1284	2425
SLITRK3	105	1	2	5	0	14	2	19
PIK3CA	770	1400	744	2181	932	1852	2957	2721
